Index,Time,(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[0],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[1],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[2],TargetAngle3,(((exo_controller).xzy_shoulder).dm_motor[1]).angle_in_degree,(((exo_controller).xzy_shoulder).dm_motor[0]).angle_in_degree
78,0.155988,-9.03307915,11.6125889,9.49800396,-89.9079895,27.037056,-26.8184929
79,0.157983,-9.03384876,11.592329,9.49802685,-89.9079895,27.037056,-26.8622055
80,0.160013,-9.03492832,11.5718803,9.49931717,-89.9079895,27.037056,-26.9059181
81,0.161997,-9.03476048,11.5518618,9.50161743,-89.9079895,27.037056,-26.9277763
82,0.163989,-9.03261948,11.5327778,9.50366497,-89.9079895,27.0589142,-26.9496307
83,0.165983,-9.03081322,11.5148945,9.50504971,-89.9079895,27.0589142,-26.971489
84,0.167985,-9.03164196,11.4972239,9.50484848,-89.9079895,27.1026268,-26.9933434
85,0.169989,-9.03492928,11.4782095,9.50500774,-89.9079895,27.124485,-27.0152016
86,0.171999,-9.04016113,11.4590034,9.50405693,-89.9079895,27.1900558,-27.0589142
87,0.173985,-9.04560852,11.4391842,9.50215816,-89.9079895,27.2337685,-27.0807724
88,0.175988,-9.05011368,11.4180822,9.50081348,-89.9079895,27.2556229,-27.124485
89,0.177988,-9.0545578,11.3982582,9.50064659,-89.9079895,27.2774811,-27.1463394
90,0.179983,-9.05933094,11.3767796,9.50076389,-89.9079895,27.2993355,-27.1463394
91,0.182067,-9.06723022,11.3523312,9.50038624,-89.9079895,27.2993355,-27.1681976
92,0.183984,-9.07599926,11.3281403,9.4974165,-89.9079895,27.3211937,-27.1681976
93,0.185984,-9.08246422,11.3068972,9.49514008,-89.9079895,27.3211937,-27.1681976
94,0.187984,-9.08746433,11.2860165,9.49372101,-89.9079895,27.3649063,-27.1681976
95,0.189984,-9.0926199,11.2645254,9.49228096,-89.9079895,27.3867645,-27.1681976
96,0.191984,-9.09825516,11.2417421,9.49165726,-89.9079895,27.4304771,-27.1681976
97,0.194001,-9.10288048,11.2199259,9.49233627,-89.9079895,27.4741898,-27.190052
98,0.195999,-9.10708618,11.1996794,9.49274254,-89.9079895,27.496048,-27.190052
99,0.197982,-9.11139584,11.1795874,9.4936552,-89.9079895,27.496048,-27.2119102
100,0.199982,-9.11566067,11.1592999,9.4944191,-89.9079895,27.5179024,-27.2337685
101,0.201982,-9.11998177,11.1388216,9.49497795,-89.9079895,27.5179024,-27.2774811
102,0.204000,-9.1225214,11.1196442,9.49484634,-89.9079895,27.5179024,-27.3211937
103,0.205985,-9.12515068,11.1005831,9.49364471,-89.9079895,27.5179024,-27.3649063
104,0.207983,-9.12777042,11.0820189,9.49335384,-89.9079895,27.5179024,-27.3867645
105,0.209988,-9.12909317,11.0633678,9.4940815,-89.9079895,27.5179024,-27.4086189
106,0.211982,-9.129879,11.0451393,9.49558067,-89.9079895,27.5397606,-27.4304771
107,0.214023,-9.13095379,11.0261145,9.49732113,-89.9079895,27.561615,-27.4304771
108,0.215984,-9.13238525,11.0059347,9.49741364,-89.9079895,27.6053314,-27.4523315
109,0.217985,-9.13591194,10.9851074,9.49651527,-89.9079895,27.649044,-27.4523315
110,0.219982,-9.14148235,10.9632263,9.49522877,-89.9079895,27.6927567,-27.4741898
111,0.221983,-9.14665222,10.9402561,9.49509239,-89.9079895,27.7364693,-27.5179024
112,0.223985,-9.1499033,10.9158716,9.49541473,-89.9079895,27.7583275,-27.5397606
113,0.225996,-9.15374756,10.8906193,9.49463463,-89.9079895,27.7583275,-27.5834732
114,0.227982,-9.15998173,10.8626633,9.49234962,-89.9079895,27.7801819,-27.6271858
115,0.229983,-9.16660213,10.8351164,9.49101639,-89.9079895,27.7801819,-27.649044
116,0.231984,-9.17140007,10.8107347,9.4903717,-89.9079895,27.8020401,-27.649044
117,0.233985,-9.17390347,10.787818,9.48927784,-89.9079895,27.8238945,-27.6708984
118,0.236001,-9.17669964,10.7638226,9.48798275,-89.9079895,27.8676071,-27.6708984
119,0.237984,-9.18064976,10.7399044,9.48723793,-89.9079895,27.8894653,-27.6927567
120,0.239983,-9.18336201,10.7170382,9.48783684,-89.9079895,27.9331779,-27.7146111
121,0.241987,-9.1868639,10.6941881,9.48830414,-89.9079895,27.9550362,-27.7364693
122,0.243985,-9.1911993,10.6713657,9.48822117,-89.9079895,27.9768906,-27.7583237
123,0.246009,-9.1950922,10.6494694,9.48873711,-89.9079895,27.9768906,-27.8020401
124,0.248001,-9.19986057,10.6260881,9.48862076,-89.9079895,27.9987488,-27.8238945
125,0.249983,-9.20407677,10.602354,9.48752499,-89.9079895,27.9987488,-27.8676071
126,0.251988,-9.20724201,10.5814219,9.48817921,-89.9079895,27.9987488,-27.8894653
127,0.253985,-9.20911598,10.5626192,9.48845291,-89.9079895,27.9987488,-27.8894653
128,0.255983,-9.21026897,10.5438175,9.48897457,-89.9079895,28.0206032,-27.9113235
129,0.258012,-9.21071911,10.5240431,9.48941231,-89.9079895,28.0643196,-27.9113235
130,0.260017,-9.21297455,10.5053434,9.48982334,-89.9079895,28.1080322,-27.9331779
131,0.261987,-9.21581078,10.485508,9.48957157,-89.9079895,28.1517448,-27.9550362
132,0.263986,-9.21861076,10.4647827,9.48886967,-89.9079895,28.1954575,-27.9987488
133,0.266018,-9.22101212,10.444253,9.48999786,-89.9079895,28.2173157,-28.0424614
134,0.268179,-9.22325134,10.4233513,9.49171638,-89.9079895,28.2173157,-28.086174
135,0.270099,-9.22713852,10.399229,9.49141216,-89.9079895,28.2391701,-28.1080322
136,0.272019,-9.23306942,10.3733244,9.49004173,-89.9079895,28.2610283,-28.1298866
137,0.274180,-9.23780441,10.3505659,9.48947525,-89.9079895,28.2610283,-28.1517448
138,0.275983,-9.24091434,10.3296356,9.48821354,-89.9079895,28.2828827,-28.1517448
139,0.277985,-9.24401951,10.3088188,9.48649693,-89.9079895,28.3265991,-28.1517448
140,0.279984,-9.24695206,10.2868586,9.48522568,-89.9079895,28.3703117,-28.1517448
141,0.281983,-9.25107098,10.2643604,9.48560333,-89.9079895,28.3921661,-28.1735992
142,0.283985,-9.25594521,10.242363,9.48582745,-89.9079895,28.4358788,-28.1954575
143,0.286001,-9.26055431,10.2214518,9.48669529,-89.9079895,28.4358788,-28.2173157
144,0.287983,-9.26368999,10.200676,9.48798084,-89.9079895,28.4358788,-28.2391701
145,0.289988,-9.26768398,10.1777964,9.48877525,-89.9079895,28.4358788,-28.2828827
146,0.291983,-9.27281475,10.1549683,9.48888969,-89.9079895,28.457737,-28.3047409
147,0.293988,-9.27759933,10.1356792,9.48872566,-89.9079895,28.457737,-28.3265991
148,0.296043,-9.28043842,10.1182823,9.48932266,-89.9079895,28.457737,-28.3703117
149,0.298004,-9.28295612,10.1000834,9.48942375,-89.9079895,28.457737,-28.3703117
150,0.299983,-9.28469849,10.0815859,9.48954391,-89.9079895,28.457737,-28.3703117
151,0.301983,-9.28543949,10.062768,9.48964405,-89.9079895,28.457737,-28.3703117
152,0.303984,-9.28689003,10.0440779,9.49057007,-89.9079895,28.4795952,-28.3703117
153,0.306011,-9.28995991,10.0246487,9.49062824,-89.9079895,28.5014496,-28.3703117
154,0.307984,-9.29247665,10.0058451,9.49167442,-89.9079895,28.5233078,-28.3703117
155,0.309984,-9.29380226,9.98719311,9.493536,-89.9079895,28.5670204,-28.3703117
156,0.311984,-9.29408932,9.96911526,9.49482632,-89.9079895,28.610733,-28.3703117
157,0.313983,-9.29377174,9.95194149,9.49706459,-89.9079895,28.6544456,-28.3921661
158,0.315983,-9.29309082,9.93511963,9.49975777,-89.9079895,28.6763039,-28.3921661
159,0.318002,-9.29194546,9.91766262,9.50177479,-89.9079895,28.6981583,-28.4358788
160,0.319982,-9.29339218,9.8954258,9.50110435,-89.9079895,28.7200165,-28.457737
161,0.321982,-9.2974205,9.86911583,9.49951077,-89.9079895,28.7200165,-28.5014496
162,0.323985,-9.30174828,9.84595776,9.49675274,-89.9079895,28.7418747,-28.5670204
163,0.325983,-9.3059082,9.82534409,9.49506378,-89.9079895,28.7637291,-28.5888748
164,0.328002,-9.31015682,9.80397129,9.49313641,-89.9079895,28.7855873,-28.610733
165,0.329983,-9.31234264,9.78199768,9.49178028,-89.9079895,28.8292999,-28.6325912
166,0.331987,-9.3121376,9.75962639,9.49020195,-89.9079895,28.8730125,-28.6325912
167,0.333986,-9.31280041,9.73855686,9.48974419,-89.9079895,28.8730125,-28.6544456
168,0.335987,-9.31468582,9.71934223,9.48833656,-89.9079895,28.8948708,-28.6544456
169,0.338034,-9.31962585,9.69916153,9.48549938,-89.9079895,28.9167252,-28.6763039
170,0.339985,-9.32557964,9.67602253,9.48264503,-89.9079895,28.9167252,-28.7200165
171,0.341986,-9.33085442,9.65049839,9.48012733,-89.9079895,28.9167252,-28.7637291
172,0.343985,-9.33691025,9.62496471,9.47733021,-89.9079895,28.9167252,-28.7855873
173,0.345989,-9.34151554,9.60254383,9.47512341,-89.9079895,28.9167252,-28.8074417
174,0.347983,-9.34352875,9.5827961,9.47331905,-89.9079895,28.9167252,-28.8292999
175,0.350000,-9.34578037,9.56320953,9.47157478,-89.9079895,28.9167252,-28.8292999
176,0.351985,-9.34840107,9.54306793,9.46958351,-89.9079895,28.9167252,-28.8292999
177,0.353998,-9.35147667,9.52288914,9.4678297,-89.9079895,28.9385834,-28.8292999
178,0.355983,-9.35384464,9.50247383,9.46553802,-89.9079895,28.9385834,-28.8292999
179,0.357985,-9.35633373,9.48343658,9.46362972,-89.9079895,28.9604378,-28.8292999
180,0.360002,-9.35882473,9.46500492,9.46242046,-89.9079895,28.982296,-28.8292999
181,0.361983,-9.36112309,9.44790363,9.46166039,-89.9079895,29.0041542,-28.8511543
182,0.363985,-9.36257839,9.43215179,9.46158695,-89.9079895,29.0478668,-28.8511543
183,0.365983,-9.36318684,9.41638851,9.46148682,-89.9079895,29.1134338,-28.8730125
184,0.367984,-9.36262417,9.40183163,9.46183109,-89.9079895,29.1571503,-28.8730125
185,0.370014,-9.36251163,9.38691139,9.46149158,-89.9079895,29.1571503,-28.8948708
186,0.371981,-9.36485863,9.36817741,9.46009445,-89.9079895,29.1790047,-28.9167252
187,0.373984,-9.36923027,9.34728527,9.45857716,-89.9079895,29.2008629,-28.982296
188,0.375984,-9.37386894,9.32878971,9.45546627,-89.9079895,29.2227173,-29.0260086
189,0.377984,-9.37873936,9.3111763,9.45229816,-89.9079895,29.2445755,-29.0478668
190,0.379984,-9.38354301,9.29327869,9.44902229,-89.9079895,29.2664299,-29.0697212
191,0.382085,-9.3861618,9.27375984,9.44614601,-89.9079895,29.3101463,-29.0697212
192,0.383985,-9.38777447,9.2534647,9.44351673,-89.9079895,29.3320007,-29.0915794
193,0.385985,-9.38989735,9.23426628,9.44066715,-89.9079895,29.3538589,-29.0915794
194,0.387985,-9.39407635,9.21569538,9.43628216,-89.9079895,29.3757133,-29.0915794
195,0.389988,-9.39979553,9.19626713,9.4321022,-89.9079895,29.3757133,-29.0915794
196,0.392023,-9.40526199,9.17416286,9.42895889,-89.9079895,29.3757133,-29.0915794
197,0.393985,-9.41125774,9.15187073,9.42592525,-89.9079895,29.3975716,-29.1134338
198,0.395985,-9.415205,9.1315918,9.42412853,-89.9079895,29.3975716,-29.1134338
199,0.397985,-9.41810608,9.11436939,9.42311573,-89.9079895,29.3975716,-29.1571465
200,0.399985,-9.42073059,9.09759712,9.42122746,-89.9079895,29.3975716,-29.1790047
201,0.401985,-9.42313957,9.08127785,9.41843319,-89.9079895,29.3975716,-29.2227173
202,0.404003,-9.42503738,9.06325054,9.4163599,-89.9079895,29.419426,-29.2664299
203,0.405982,-9.42533779,9.04433441,9.41583347,-89.9079895,29.419426,-29.2882881
204,0.408001,-9.42447662,9.0256176,9.41497707,-89.9079895,29.4412842,-29.3101463
205,0.409982,-9.42388916,9.00871372,9.41428471,-89.9079895,29.4631424,-29.3320007
206,0.411988,-9.42397976,8.99393654,9.41242981,-89.9079895,29.506855,-29.3320007
207,0.413998,-9.42522717,8.97786903,9.41008282,-89.9079895,29.5505676,-29.3538589
208,0.415982,-9.42755222,8.95959663,9.40891075,-89.9079895,29.5942802,-29.3538589
209,0.417988,-9.42988491,8.93970108,9.40695858,-89.9079895,29.6161385,-29.3757133
210,0.419983,-9.43154812,8.91846752,9.40382957,-89.9079895,29.6379929,-29.3975716
211,0.421983,-9.43481445,8.89577007,9.40020943,-89.9079895,29.6598511,-29.4412842
212,0.424038,-9.44005966,8.87177372,9.39719772,-89.9079895,29.6817055,-29.4849968
213,0.425983,-9.44545174,8.84853268,9.39422226,-89.9079895,29.7035637,-29.506855
214,0.427983,-9.44857883,8.82839012,9.39069462,-89.9079895,29.7254753,-29.5287094
215,0.429985,-9.45071888,8.80882835,9.38721561,-89.9079895,29.7691879,-29.5505676
216,0.431989,-9.45305824,8.78805637,9.38458347,-89.9079895,29.7910461,-29.5505676
217,0.434085,-9.45660496,8.76549911,9.38014126,-89.9079895,29.8347588,-29.572422
218,0.435981,-9.46061611,8.74141216,9.3755188,-89.9079895,29.8347588,-29.572422
219,0.437981,-9.46458054,8.71757221,9.37159538,-89.9079895,29.8566132,-29.5942802
220,0.439981,-9.46986198,8.69456863,9.36853123,-89.9079895,29.8566132,-29.6161385
221,0.441983,-9.47530365,8.6718359,9.36697102,-89.9079895,29.8566132,-29.6379929
222,0.444048,-9.47784901,8.64925194,9.36457157,-89.9079895,29.8566132,-29.6598511
223,0.445985,-9.47955418,8.62739849,9.36151791,-89.9079895,29.8784714,-29.7035637
224,0.447985,-9.48223209,8.60668468,9.35799408,-89.9079895,29.8784714,-29.7472763
225,0.449985,-9.4867239,8.58649254,9.35555363,-89.9079895,29.8784714,-29.7691345
226,0.451985,-9.48812103,8.56626797,9.3536377,-89.9079895,29.8784714,-29.7909889
227,0.453984,-9.48734093,8.54458141,9.35148335,-89.9079895,29.8784714,-29.7909889
228,0.456072,-9.48724842,8.52241802,9.35075569,-89.9079895,29.9003296,-29.8128471
229,0.457983,-9.48876572,8.5011673,9.34924316,-89.9079895,29.9003296,-29.8128471
230,0.459996,-9.49161148,8.48025322,9.34713364,-89.9079895,29.922184,-29.8128471
231,0.461989,-9.49456787,8.4590807,9.34514809,-89.9079895,29.9658966,-29.8128471
232,0.463985,-9.49755192,8.43752193,9.34462929,-89.9079895,30.0096092,-29.8347015
233,0.466022,-9.49927998,8.41538429,9.34359837,-89.9079895,30.0533257,-29.8565598
234,0.467986,-9.50001049,8.39347076,9.34289169,-89.9079895,30.0751801,-29.878418
235,0.469989,-9.50040722,8.37241554,9.3440733,-89.9079895,30.0970383,-29.922184
236,0.471983,-9.50177193,8.3497982,9.34473515,-89.9079895,30.1188927,-29.9440422
237,0.473984,-9.5054884,8.32310104,9.34393978,-89.9079895,30.1188927,-29.9658966
238,0.475988,-9.51047993,8.29834652,9.34210014,-89.9079895,30.1188927,-29.9877548
239,0.478066,-9.5129261,8.27663422,9.34094048,-89.9079895,30.1407509,-30.0096092
240,0.479983,-9.51481056,8.25417328,9.34001255,-89.9079895,30.1407509,-30.0314674
241,0.481985,-9.51586151,8.22931385,9.33869743,-89.9079895,30.1407509,-30.0096092
242,0.483985,-9.51660728,8.20416641,9.33915138,-89.9079895,30.1407509,-30.0314674
243,0.485989,-9.51888466,8.18116093,9.34051609,-89.9079895,30.1626053,-30.0314674
244,0.488046,-9.52186203,8.15815353,9.34108448,-89.9079895,30.1844635,-30.0096092
245,0.489982,-9.52588558,8.13443947,9.34224033,-89.9079895,30.2281761,-30.0314674
246,0.491982,-9.52884007,8.11077404,9.34399509,-89.9079895,30.2718887,-30.0314674
247,0.493981,-9.53002453,8.08793068,9.34646797,-89.9079895,30.2937469,-30.0314674
248,0.495983,-9.53023338,8.06669807,9.35081387,-89.9079895,30.3156052,-30.0533218
249,0.497984,-9.53013134,8.04447269,9.35416222,-89.9079895,30.3374596,-30.0533218
250,0.499998,-9.53109837,8.02023506,9.35676003,-89.9079895,30.3374596,-30.0970383
251,0.501984,-9.5334053,7.99403048,9.35885525,-89.9079895,30.3374596,-30.1188927
252,0.503983,-9.53415298,7.96943045,9.3606739,-89.9079895,30.3593178,-30.1407509
253,0.505986,-9.53426933,7.94755507,9.36346626,-89.9079895,30.3593178,-30.1844635
254,0.507988,-9.53590202,7.9231801,9.36592484,-89.9079895,30.3593178,-30.2063217
255,0.509984,-9.53789616,7.89699459,9.36946678,-89.9079895,30.3593178,-30.2500343
256,0.512079,-9.53804874,7.87136889,9.37296677,-89.9079895,30.3593178,-30.2500343
257,0.513984,-9.53703213,7.84692717,9.37662315,-89.9079895,30.3593178,-30.2718887
258,0.515987,-9.53510189,7.8234992,9.38046551,-89.9079895,30.3593178,-30.2718887
259,0.517999,-9.53488541,7.80014181,9.38283157,-89.9079895,30.3811722,-30.2937469
260,0.520179,-9.53695488,7.7740469,9.38482475,-89.9079895,30.4030304,-30.3156013
261,0.522179,-9.53871155,7.74550629,9.38824749,-89.9079895,30.4248848,-30.3374596
262,0.524010,-9.539711,7.71693468,9.3912096,-89.9079895,30.446743,-30.3374596
263,0.525981,-9.54075527,7.68935776,9.39458084,-89.9079895,30.4904556,-30.3593178
264,0.528177,-9.54224491,7.66335297,9.39971542,-89.9079895,30.5341682,-30.4030304
265,0.529984,-9.54299355,7.63689947,9.40356064,-89.9079895,30.5560265,-30.4248848
266,0.531983,-9.54443741,7.60777235,9.40618706,-89.9079895,30.5778809,-30.446743
267,0.533999,-9.54851913,7.57347536,9.40810204,-89.9079895,30.5997391,-30.4685974
268,0.535983,-9.5541153,7.53916311,9.41013145,-89.9079895,30.5997391,-30.4904556
269,0.537988,-9.55864716,7.51024485,9.41171837,-89.9079895,30.5997391,-30.4904556
270,0.539983,-9.56255436,7.48279572,9.41358757,-89.9079895,30.6215973,-30.5123138
271,0.541982,-9.56678486,7.4532733,9.41695118,-89.9079895,30.6215973,-30.5123138
272,0.544065,-9.56980133,7.42306089,9.41961861,-89.9079895,30.6434517,-30.5123138
273,0.545983,-9.57312107,7.39290714,9.42130089,-89.9079895,30.6434517,-30.5123138
274,0.547985,-9.57656097,7.36289597,9.42396736,-89.9079895,30.6434517,-30.5123138
275,0.549982,-9.57949734,7.33316612,9.42680836,-89.9079895,30.6653099,-30.5123138
276,0.551983,-9.58235836,7.30429077,9.43029499,-89.9079895,30.6871643,-30.5341682
277,0.553981,-9.58409023,7.27708101,9.43346214,-89.9079895,30.7308769,-30.5560265
278,0.556002,-9.58502579,7.25036716,9.43737316,-89.9079895,30.7745934,-30.5778809
279,0.557983,-9.58625984,7.22299528,9.4415226,-89.9079895,30.7964478,-30.5997391
280,0.559984,-9.58675671,7.19330263,9.44493008,-89.9079895,30.818306,-30.6434517
281,0.561983,-9.58907318,7.16081715,9.44809246,-89.9079895,30.818306,-30.6653099
282,0.563985,-9.59319782,7.12814713,9.44981194,-89.9079895,30.8401604,-30.7090225
283,0.565997,-9.59648037,7.0979414,9.45100212,-89.9079895,30.8620186,-30.7308769
284,0.567999,-9.60064507,7.06735754,9.45134735,-89.9079895,30.8620186,-30.7308769
285,0.569983,-9.60610485,7.03397083,9.45227337,-89.9079895,30.8838768,-30.7308769
286,0.571983,-9.61151791,6.99994946,9.45309544,-89.9079895,30.8838768,-30.7308769
287,0.573983,-9.61624336,6.96844912,9.45306206,-89.9079895,30.9057312,-30.7308769
288,0.575996,-9.62061882,6.93740034,9.45297527,-89.9079895,30.9494438,-30.7527351
289,0.577982,-9.62704563,6.90520763,9.45394135,-89.9079895,30.971302,-30.7527351
290,0.579982,-9.6341753,6.87150002,9.45488644,-89.9079895,30.9931564,-30.7527351
291,0.581983,-9.639884,6.83769703,9.45601082,-89.9079895,31.0368729,-30.7527351
292,0.583983,-9.64471722,6.80341864,9.45656586,-89.9079895,31.0587273,-30.7745934
293,0.586035,-9.6505785,6.76582384,9.45648384,-89.9079895,31.0805855,-30.7964478
294,0.587982,-9.65827942,6.72764826,9.45666599,-89.9079895,31.1024399,-30.818306
295,0.589983,-9.66403103,6.6939764,9.4568491,-89.9079895,31.1024399,-30.8401604
296,0.591981,-9.66805458,6.66223812,9.45775318,-89.9079895,31.1024399,-30.883873
