Index,Time,(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[0],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[1],(((exo_controller).xzy_shoulder).dm_motor[0]).angle_in_degree,(((exo_controller).xzy_shoulder).dm_motor[1]).angle_in_degree,TargetAngle1,TargetAngle2
7917,15.833962,-6.49469566,-38.0473785,-5.26755142,39.6484833,-7.07968855,37.920311
7918,15.835963,-6.50641584,-38.0415115,-5.31126404,39.6047707,-7.10852051,37.8914795
7919,15.837964,-6.51767588,-38.0408669,-5.31126404,39.5610542,-7.13737774,37.8626213
7920,15.839976,-6.52892351,-38.0413246,-5.33312225,39.4954872,-7.16626072,37.8337402
7921,15.841965,-6.53890228,-38.0409927,-5.35497665,39.4517746,-7.19516945,37.8048286
7922,15.843960,-6.54861021,-38.0392456,-5.37683487,39.4299164,-7.22428799,37.7757111
7923,15.845963,-6.55872965,-38.036171,-5.39869308,39.4080582,-7.25324821,37.7467537
7924,15.847964,-6.56913853,-38.0325584,-5.4424057,39.4080582,-7.28241777,37.7175827
7925,15.849978,-6.57913733,-38.0289536,-5.4642601,39.3862038,-7.31142902,37.6885719
7926,15.851959,-6.58887768,-38.0244446,-5.50797653,39.3643456,-7.34065008,37.6593513
7927,15.853962,-6.59959412,-38.0190125,-5.55168915,39.3206329,-7.36971188,37.6302872
7928,15.856041,-6.61059761,-38.0132103,-5.57354355,39.2769203,-7.39898443,37.601017
7929,15.857957,-6.62241507,-38.0068588,-5.59540176,39.2332077,-7.42809677,37.5719032
7930,15.860160,-6.63487101,-37.998642,-5.6609726,39.2113495,-7.45742035,37.5425797
7931,15.861987,-6.64819765,-37.988472,-5.682827,39.2113495,-7.48658323,37.5134163
7932,15.863967,-6.6602931,-37.9781418,-5.70468521,39.1894951,-7.51577139,37.48423
7933,15.866110,-6.67237949,-37.9700012,-5.77025223,39.1676369,-7.54498482,37.4550171
7934,15.868157,-6.68517399,-37.9645195,-5.77025223,39.1457787,-7.57422304,37.4257774
7935,15.870116,-6.69857931,-37.9605713,-5.79211044,39.102066,-7.6036725,37.396328
7936,15.872015,-6.71254158,-37.9563255,-5.79211044,39.0583534,-7.6329608,37.3670387
7937,15.873959,-6.72684956,-37.9502716,-5.81396866,39.0146408,-7.66246128,37.3375397
7938,15.875979,-6.74077129,-37.9438705,-5.81396866,38.9709282,-7.69179964,37.3082008
7939,15.877958,-6.75355005,-37.9382782,-5.83582306,38.94907,-7.72134972,37.2786484
7940,15.879963,-6.76617622,-37.9334221,-5.85768127,38.9272156,-7.75073767,37.2492638
7941,15.881959,-6.77868032,-37.9297638,-5.90139389,38.8834991,-7.78033829,37.2196617
7942,15.883964,-6.7902112,-37.9272614,-5.92325211,38.8397865,-7.80977583,37.1902237
7943,15.885979,-6.80290031,-37.9242973,-5.96696472,38.7960739,-7.83942604,37.1605721
7944,15.887960,-6.81675053,-37.9193077,-5.98881912,38.7742195,-7.86891317,37.1310883
7945,15.889963,-6.83008099,-37.9128075,-6.01067734,38.7305031,-7.89861298,37.101387
7946,15.891959,-6.8427887,-37.9054871,-6.05438995,38.7305031,-7.9281497,37.0718498
7947,15.893964,-6.85452557,-37.8963814,-6.05438995,38.7305031,-7.95771074,37.0422897
7948,15.895980,-6.86635303,-37.8877411,-6.09810257,38.7086487,-7.98748446,37.012516
7949,15.897964,-6.87896156,-37.8810806,-6.11996078,38.7086487,-8.01709461,36.9829063
7950,15.899963,-6.89177227,-37.8767853,-6.14181519,38.6867905,-8.04672909,36.95327
7951,15.901962,-6.90546036,-37.8748398,-6.1855278,38.6430779,-8.07657623,36.9234238
7952,15.903963,-6.92011738,-37.8738747,-6.22924423,38.5993652,-8.10625935,36.8937416
7953,15.905980,-6.93625402,-37.8700104,-6.25109863,38.5337944,-8.13596725,36.8640327
7954,15.907962,-6.95199156,-37.8636818,-6.29481125,38.4900818,-8.16588783,36.8341141
7955,15.909962,-6.96762228,-37.856266,-6.31666946,38.4900818,-8.19564342,36.8043556
7956,15.911961,-6.98351622,-37.8474846,-6.33852768,38.4463692,-8.22561359,36.7743874
7957,15.913963,-6.99885035,-37.8374519,-6.3822403,38.424511,-8.25541782,36.7445831
7958,15.915973,-7.01180601,-37.82967,-6.42595291,38.3807983,-8.2852459,36.714756
7959,15.917964,-7.02435303,-37.8259926,-6.46966553,38.3370857,-8.31509781,36.6849022
7960,15.919972,-7.03818369,-37.8239975,-6.49152374,38.2933731,-8.34497356,36.6550255
7961,15.921959,-7.05310297,-37.8216705,-6.51337814,38.2715149,-8.37506485,36.6249352
7962,15.923962,-7.06858778,-37.8159027,-6.53523636,38.2496605,-8.40498829,36.5950127
7963,15.925963,-7.08310699,-37.8062401,-6.53523636,38.2496605,-8.43512726,36.5648727
7964,15.927977,-7.09748888,-37.7950706,-6.55709076,38.2496605,-8.46509933,36.5349007
7965,15.929963,-7.11220217,-37.785553,-6.57894897,38.2278023,-8.4950943,36.5049057
7966,15.931959,-7.12711477,-37.7786522,-6.62266159,38.2278023,-8.52511311,36.4748878
7967,15.933961,-7.14313412,-37.7726974,-6.64451981,38.2059479,-8.55515671,36.4448433
7968,15.935963,-7.15937042,-37.7653198,-6.68823242,38.1840897,-8.58541393,36.4145851
7969,15.937979,-7.17599821,-37.7564545,-6.73194504,38.1185188,-8.61550426,36.3844948
7970,15.939964,-7.19345808,-37.7477684,-6.73194504,38.0748062,-8.64581013,36.3541908
7971,15.941959,-7.2099905,-37.7400169,-6.77565765,38.0310936,-8.67594719,36.3240547
7972,15.943964,-7.22616673,-37.7315292,-6.79751587,37.987381,-8.70610714,36.2938919
7973,15.945963,-7.24118137,-37.7206268,-6.79751587,37.9655228,-8.73629189,36.26371
7974,15.947972,-7.2559576,-37.7083168,-6.81937027,37.9218102,-8.76669121,36.2333069
7975,15.949963,-7.27146482,-37.698719,-6.86308289,37.8780975,-8.79711437,36.2028847
7976,15.951960,-7.28766489,-37.6927757,-6.90679932,37.8343849,-8.82736874,36.1726303
7977,15.953963,-7.30481243,-37.6876755,-6.95051193,37.7906723,-8.85764599,36.1423531
7978,15.955964,-7.32089901,-37.6806145,-6.97236633,37.7688141,-8.88794708,36.1120529
7979,15.957963,-7.33576393,-37.6695633,-7.01607895,37.7469559,-8.91846371,36.0815353
7980,15.959979,-7.3521719,-37.6557808,-7.01607895,37.7469559,-8.94881058,36.0511894
7981,15.961965,-7.36765432,-37.6431618,-7.05979538,37.7251015,-8.97937393,36.0206261
7982,15.963962,-7.38267231,-37.6330986,-7.08164978,37.7032433,-9.00976658,35.9902344
7983,15.965963,-7.39865732,-37.6256866,-7.1253624,37.6595306,-9.04037666,35.9596214
7984,15.967965,-7.41536331,-37.6189117,-7.14722061,37.615818,-9.07081604,35.929184
7985,15.969976,-7.43296194,-37.6117363,-7.19093323,37.5721054,-9.10127735,35.8987236
7986,15.971964,-7.45103741,-37.6035385,-7.21279144,37.5502472,-9.1317625,35.8682365
7987,15.973979,-7.46891975,-37.5934181,-7.23464584,37.5283928,-9.16246414,35.8375359
7988,15.975964,-7.48689938,-37.5811272,-7.25650406,37.5065346,-9.19299412,35.8070068
7989,15.977964,-7.5045681,-37.5683975,-7.27835846,37.4846764,-9.22354794,35.7764511
7990,15.979979,-7.52106905,-37.5574837,-7.27835846,37.462822,-9.25431824,35.7456818
7991,15.981959,-7.53660488,-37.5492401,-7.32207489,37.4191093,-9.28491592,35.7150841
7992,15.983962,-7.55387163,-37.5424156,-7.36578751,37.3535385,-9.315732,35.684269
7993,15.985962,-7.57208252,-37.5354919,-7.43135452,37.3316803,-9.34637547,35.6536255
7994,15.987962,-7.58902311,-37.5278244,-7.45321274,37.3098259,-9.37704182,35.6229591
7995,15.990033,-7.6060605,-37.5184631,-7.51878357,37.2661133,-9.4077301,35.5922699
7996,15.991958,-7.62325001,-37.5082626,-7.51878357,37.2661133,-9.43844128,35.5615578
7997,15.993962,-7.63926172,-37.497818,-7.56249619,37.2442551,-9.46936989,35.5306282
7998,15.995963,-7.65502501,-37.4878769,-7.6062088,37.2005424,-9.50012589,35.4998741
7999,15.997962,-7.67208099,-37.4791183,-7.64992142,37.1568298,-9.53090382,35.4690971
8000,15.999963,-7.68921852,-37.4732666,-7.67177963,37.1131172,-9.56190014,35.4380989
8001,16.001974,-7.70576811,-37.4694633,-7.69363403,37.0694046,-9.59272194,35.4072762
8002,16.003962,-7.72361803,-37.4640884,-7.69363403,37.0694046,-9.62356663,35.3764343
8003,16.005959,-7.74195194,-37.4553223,-7.69363403,37.0475464,-9.65443325,35.3455658
8004,16.007963,-7.75917768,-37.4456787,-7.69363403,37.0475464,-9.68551826,35.3144836
8005,16.009964,-7.77566576,-37.4375572,-7.69363403,37.0256882,-9.71642876,35.2835732
8006,16.011976,-7.79221725,-37.430378,-7.69363403,37.0038338,-9.74755859,35.2524414
8007,16.013963,-7.80956936,-37.4251366,-7.71549225,36.9601212,-9.77851295,35.221489
8008,16.015963,-7.8282423,-37.4195557,-7.73735046,36.9164047,-9.80948925,35.1905098
8009,16.017963,-7.84689474,-37.4125404,-7.75920486,36.8726921,-9.84048748,35.1595116
8010,16.019964,-7.86572695,-37.404171,-7.78106308,36.8508377,-9.87150764,35.1284943
8011,16.022034,-7.88455296,-37.3942375,-7.86854172,36.8071251,-9.90274715,35.0972519
8012,16.023977,-7.90348768,-37.3831902,-7.89039993,36.7852669,-9.93381023,35.0661888
8013,16.025962,-7.92146492,-37.3720131,-7.95597076,36.7634087,-9.96509361,35.0349083
8014,16.027962,-7.93869305,-37.3610382,-7.99968338,36.7415543,-9.99619961,35.0037994
8015,16.029963,-7.95632362,-37.350975,-8.043396,36.719696,-10.0275269,34.9724731
8016,16.031989,-7.97464037,-37.3402061,-8.10896683,36.654129,-10.0586767,34.9413223
8017,16.033976,-7.9925704,-37.3284378,-8.15267944,36.6104126,-10.0898476,34.9101524
8018,16.035960,-8.01112366,-37.3179283,-8.17453384,36.5885582,-10.1212397,34.8787613
8019,16.037960,-8.03034782,-37.309494,-8.19639206,36.5885582,-10.1526527,34.8473473
8020,16.039963,-8.0503397,-37.30196,-8.21825027,36.5667,-10.1838884,34.8161125
8021,16.041959,-8.07095242,-37.2934837,-8.21825027,36.5667,-10.2153444,34.7846565
8022,16.044040,-8.09301567,-37.2851028,-8.26196289,36.5448456,-10.2466221,34.753376
8023,16.045960,-8.11516285,-37.2772179,-8.28381729,36.5229874,-10.278121,34.7218781
8024,16.047963,-8.13642406,-37.2708282,-8.30567551,36.4792747,-10.3094416,34.6905594
8025,16.049961,-8.15797138,-37.2640457,-8.34938812,36.4355621,-10.3409834,34.6590157
8026,16.051959,-8.17964554,-37.255806,-8.39310074,36.3699913,-10.3723459,34.627655
8027,16.053961,-8.20171642,-37.2449951,-8.41495895,36.3481331,-10.4039297,34.5960693
8028,16.055977,-8.22344398,-37.2317123,-8.43681335,36.3262787,-10.4353352,34.5646667
8029,16.057962,-8.24378395,-37.2171173,-8.45867157,36.3044205,-10.4667606,34.5332375
8030,16.059959,-8.26370811,-37.2030563,-8.48052597,36.2825661,-10.4984083,34.5015907
8031,16.061959,-8.28383923,-37.1911125,-8.50238419,36.2388535,-10.530076,34.4699249
8032,16.063962,-8.30547619,-37.1799812,-8.5460968,36.195137,-10.5615644,34.4384346
8033,16.065980,-8.32796097,-37.1692429,-8.58980942,36.12957,-10.5932751,34.4067268
8034,16.067957,-8.35104942,-37.156498,-8.63352585,36.1076584,-10.6248045,34.3751945
8035,16.069962,-8.37452793,-37.1416473,-8.65538025,36.0858002,-10.6563559,34.3436432
8036,16.071960,-8.39865589,-37.1248436,-8.67723846,36.0858002,-10.6881285,34.3118706
8037,16.073963,-8.42065811,-37.1087379,-8.69909286,36.0420876,-10.7197199,34.2802811
8038,16.075974,-8.44196415,-37.0944901,-8.69909286,36.0202293,-10.7513323,34.2486687
8039,16.077963,-8.46265316,-37.0823364,-8.72095108,35.9765167,-10.7831669,34.216835
8040,16.079963,-8.48439312,-37.0723343,-8.7646637,35.9328041,-10.8148203,34.1851807
8041,16.081979,-8.50698376,-37.0630722,-8.80837631,35.8890915,-10.8466959,34.1533051
8042,16.083962,-8.52967834,-37.0537949,-8.85208893,35.8672333,-10.8783903,34.1216087
8043,16.085980,-8.55280781,-37.0436058,-8.89580154,35.8453789,-10.9103069,34.089695
8044,16.088098,-8.57649231,-37.0320473,-8.93951797,35.8453789,-10.9422436,34.0577583
8045,16.089965,-8.59912682,-37.0195236,-8.96137238,35.8016663,-10.9742012,34.0257988
8046,16.091959,-8.62058544,-37.0069885,-8.98323059,35.779808,-11.0059767,33.9940224
8047,16.093988,-8.64311028,-36.9944763,-9.02694321,35.7142372,-11.0377722,33.9622269
8048,16.095991,-8.66662788,-36.9831543,-9.09251404,35.6705246,-11.0695868,33.9304123
8049,16.098133,-8.69035435,-36.9738312,-9.13622665,35.626812,-11.1016254,33.8983727
8050,16.100085,-8.7147522,-36.963356,-9.13622665,35.6049538,-11.1336842,33.8663177
8051,16.101980,-8.73988533,-36.9512138,-9.15808105,35.5830994,-11.1655598,33.8344421
8052,16.103988,-8.76465416,-36.937561,-9.15808105,35.5393867,-11.1976585,33.8023415
8053,16.105965,-8.79007435,-36.9230042,-9.20179749,35.4956741,-11.2297764,33.7702217
8054,16.107978,-8.81580162,-36.9091377,-9.22365189,35.4519577,-11.2617121,33.7382889
8055,16.109963,-8.84082985,-36.8977356,-9.2673645,35.4082451,-11.2936668,33.7063332
8056,16.111958,-8.86598682,-36.8883095,-9.31107712,35.3863907,-11.3258448,33.6741562
8057,16.113961,-8.89182186,-36.8778381,-9.35479355,35.3645325,-11.3580437,33.6419563
8058,16.115963,-8.91799927,-36.8651733,-9.37664795,35.3645325,-11.3900576,33.6099434
8059,16.118021,-8.94350529,-36.8517456,-9.37664795,35.3426781,-11.4222946,33.5777054
8060,16.119964,-8.9685421,-36.8392067,-9.39850616,35.3208199,-11.4543486,33.5456505
8061,16.121960,-8.9943037,-36.826931,-9.39850616,35.255249,-11.4864206,33.5135803
8062,16.123962,-9.02020454,-36.814743,-9.44221878,35.2115364,-11.5187168,33.4812813
8063,16.125961,-9.04655552,-36.8029938,-9.46407318,35.1896782,-11.5508289,33.449173
8064,16.128034,-9.07423592,-36.7913284,-9.52964401,35.1678238,-11.5829592,33.4170418
8065,16.129963,-9.10294151,-36.7790375,-9.57335663,35.1459656,-11.6151094,33.3848915
8066,16.131959,-9.13228035,-36.7658081,-9.61707306,35.1241112,-11.6474838,33.3525162
8067,16.133961,-9.16051197,-36.7516556,-9.63892746,35.102253,-11.6796722,33.3203278
8068,16.135963,-9.18815994,-36.7383842,-9.66078568,35.0585403,-11.7120848,33.2879143
8069,16.137965,-9.21450138,-36.7251511,-9.68264008,35.0148277,-11.7443113,33.2556877
8070,16.139973,-9.24085712,-36.7120018,-9.74821091,34.9711151,-11.776763,33.2232361
8071,16.141974,-9.26792145,-36.6993713,-9.79192352,34.9274025,-11.8092337,33.1907654
8072,16.143963,-9.29580879,-36.6878357,-9.83563614,34.9274025,-11.8415174,33.1584816
8073,16.145964,-9.32364941,-36.6769867,-9.83563614,34.9055443,-11.8738203,33.1261787
8074,16.147963,-9.35089207,-36.6656113,-9.85749435,34.8836861,-11.9063473,33.0936508
8075,16.149980,-9.37919807,-36.6524239,-9.85749435,34.8618317,-11.9386883,33.0613136
8076,16.151959,-9.40788174,-36.6383286,-9.87934875,34.818119,-11.9712534,33.0287476
8077,16.153964,-9.4362793,-36.624054,-9.90120697,34.7744064,-12.0036316,32.9963684
8078,16.155963,-9.46561241,-36.6102562,-9.92306519,34.7088356,-12.0362349,32.9637642
8079,16.157964,-9.49525261,-36.5961571,-9.94491959,34.6869774,-12.0686502,32.9313507
8080,16.159978,-9.52462482,-36.5811272,-10.0104904,34.665123,-12.1012907,32.8987083
8081,16.161959,-9.55375099,-36.5656013,-10.054203,34.665123,-12.1337433,32.8662567
8082,16.163962,-9.58204556,-36.5492439,-10.0760612,34.6432648,-12.1662149,32.833786
8083,16.165963,-9.60985184,-36.5335045,-10.0979156,34.5995522,-12.1989107,32.8010902
8084,16.167961,-9.63764858,-36.5182533,-10.1197739,34.5558395,-12.2314196,32.7685814
8085,16.169961,-9.66523647,-36.5020485,-10.1634865,34.5121269,-12.2641525,32.7358475
8086,16.171976,-9.6933012,-36.4860229,-10.2071991,34.4684105,-12.2966976,32.7033043
8087,16.173963,-9.72159576,-36.470192,-10.2509117,34.4465561,-12.3294678,32.6705322
8088,16.175959,-9.75114727,-36.4541969,-10.2946243,34.4246979,-12.362257,32.6377449
8089,16.177963,-9.78050518,-36.4393845,-10.3383408,34.4028435,-12.3948565,32.6051445
8090,16.179965,-9.80999088,-36.4241943,-10.3601952,34.3809853,-12.427681,32.572319
8091,16.181978,-9.83970356,-36.40802,-10.3601952,34.3372726,-12.4603176,32.5396843
8092,16.183963,-9.87080956,-36.391655,-10.4039078,34.29356,-12.4931793,32.5068207
8093,16.185960,-9.90175819,-36.3762779,-10.425766,34.2498474,-12.5258503,32.4741478
8094,16.187963,-9.93135738,-36.3628349,-10.4694786,34.206131,-12.5587482,32.4412498
8095,16.189963,-9.96060181,-36.3499794,-10.5350494,34.1842766,-12.5916643,32.4083366
8096,16.192034,-9.99061775,-36.3371391,-10.5787621,34.1842766,-12.6243906,32.3756104
8097,16.193978,-10.0198174,-36.3246231,-10.5787621,34.1624184,-12.6571331,32.342865
8098,16.195963,-10.0477781,-36.3123703,-10.6006203,34.1187057,-12.6901035,32.3098984
8099,16.197964,-10.0765276,-36.2995415,-10.6224747,34.0749931,-12.7228823,32.2771187
8100,16.199964,-10.1058588,-36.2868614,-10.6661873,34.0312805,-12.7556782,32.2443199
8101,16.201964,-10.135273,-36.274765,-10.7098999,33.9875679,-12.7887011,32.2112999
8102,16.203978,-10.1653118,-36.2616234,-10.7754707,33.9438553,-12.8215332,32.1784668
8103,16.205965,-10.1945887,-36.2486534,-10.8191833,33.9438553,-12.8543825,32.1456184
8104,16.207963,-10.2236118,-36.2351456,-10.8191833,33.9001389,-12.887249,32.112751
8105,16.209964,-10.2530909,-36.2218971,-10.862896,33.8782845,-12.9203415,32.0796585
8106,16.211959,-10.2819853,-36.2094498,-10.8847542,33.8127136,-12.9532433,32.0467567
8107,16.213974,-10.3095951,-36.1977348,-10.9284668,33.769001,-12.986372,32.0136299
8108,16.215964,-10.3375349,-36.1873932,-10.9721794,33.7471428,-13.0193071,31.9806919
8109,16.217963,-10.3648529,-36.1786804,-11.0158958,33.7252884,-13.0524702,31.9475288
8110,16.219963,-10.3930168,-36.16922,-11.0377502,33.7034302,-13.0854406,31.9145584
8111,16.221959,-10.4214392,-36.1591339,-11.0377502,33.7034302,-13.118639,31.881361
8112,16.224002,-10.4502497,-36.1479378,-11.0377502,33.6815758,-13.1516428,31.8483562
8113,16.225957,-10.4788818,-36.1373329,-11.0377502,33.6378593,-13.1846647,31.8153343
8114,16.227963,-10.5062847,-36.1288986,-11.0377502,33.5722923,-13.2179136,31.7820854
8115,16.229964,-10.5333424,-36.1217041,-11.0596085,33.5285797,-13.2509699,31.7490311
8116,16.231959,-10.5604429,-36.1154327,-11.0814629,33.5067215,-13.2840424,31.7159576
8117,16.233959,-10.588172,-36.107151,-11.1033211,33.4848633,-13.317131,31.682869
8118,16.235973,-10.6162519,-36.0953712,-11.1688919,33.4630089,-13.3504486,31.6495514
8119,16.237963,-10.6440096,-36.0837326,-11.2126045,33.4630089,-13.3835707,31.6164284
8120,16.239965,-10.6711292,-36.0743065,-11.2781715,33.4192963,-13.4169216,31.5830784
8121,16.241959,-10.6969509,-36.0655289,-11.3000298,33.3755836,-13.450078,31.549921
8122,16.243963,-10.7224236,-36.0547867,-11.3437424,33.3318672,-13.4832506,31.5167484
8123,16.246034,-10.7484331,-36.0429993,-11.4530792,33.2881546,-13.5164404,31.4835606
8124,16.247961,-10.7754765,-36.0309486,-11.4749374,33.2663002,-13.5498571,31.4501419
8125,16.249963,-10.8027601,-36.0202942,-11.4967957,33.244442,-13.5830803,31.4169197
8126,16.251965,-10.830533,-36.0108681,-11.5186501,33.2225838,-13.6163187,31.3836823
8127,16.253965,-10.8585033,-36.0031776,-11.5405083,33.2007294,-13.649786,31.350214
8128,16.256035,-10.8867455,-35.9964905,-11.5623627,33.1788712,-13.6832685,31.3167305
8129,16.257963,-10.9168301,-35.9877586,-11.5842209,33.1351585,-13.7165565,31.2834435
8130,16.259962,-10.9476604,-35.9776306,-11.6060753,33.0695877,-13.7498608,31.2501392
8131,16.261958,-10.9781723,-35.9678841,-11.6716461,33.0477333,-13.7833929,31.2166061
8132,16.263961,-11.0089827,-35.9580994,-11.7153587,33.0258751,-13.8167295,31.1832714
8133,16.265963,-11.0385351,-35.9482231,-11.7372169,32.9821625,-13.8502941,31.1497059
8134,16.267977,-11.0682344,-35.9366379,-11.7590752,32.9821625,-13.8836632,31.1163368
8135,16.269965,-11.0984478,-35.9229851,-11.7590752,32.9384499,-13.9170475,31.0829525
8136,16.272114,-11.1282606,-35.9094734,-11.7809296,32.872879,-13.9504471,31.0495529
8137,16.273960,-11.1580143,-35.8978577,-11.8027878,32.8291664,-13.9840765,31.0159225
8138,16.275963,-11.1893749,-35.8873215,-11.8465004,32.7854538,-14.0175085,30.9824905
8139,16.278039,-11.2207489,-35.8768959,-11.9339256,32.7635956,-14.0509567,30.9490433
8140,16.280127,-11.2523451,-35.8653107,-11.9776382,32.7417412,-14.0846329,30.9153671
8141,16.281995,-11.2845268,-35.849865,-11.9776382,32.719883,-14.1181126,30.8818874
8142,16.283993,-11.3176756,-35.8322639,-11.9994965,32.6761703,-14.1518211,30.8481789
8143,16.286104,-11.351162,-35.8153114,-12.0650673,32.6105995,-14.1853313,30.8146687
8144,16.287959,-11.3844042,-35.7989883,-12.0869217,32.5887451,-14.2190714,30.7809296
8145,16.290140,-11.4180489,-35.7827072,-12.1743469,32.5450325,-14.2526131,30.7473869
8146,16.291962,-11.4516468,-35.7674828,-12.1962051,32.5231209,-14.2863836,30.7136173
8147,16.293963,-11.4853907,-35.7539711,-12.2180634,32.5012627,-14.3199558,30.6800442
8148,16.295963,-11.5190258,-35.7408371,-12.2399178,32.45755,-14.3537579,30.6462421
8149,16.297965,-11.5537615,-35.7262268,-12.261776,32.4138374,-14.3873615,30.6126385
8150,16.300039,-11.588933,-35.7107086,-12.3273468,32.3701248,-14.4211941,30.5788059
8151,16.301978,-11.623497,-35.6955032,-12.3492012,32.3264084,-14.4548273,30.5451717
8152,16.303962,-11.6583338,-35.6799126,-12.414772,32.304554,-14.4886904,30.5113087
8153,16.305961,-11.6938562,-35.6627617,-12.4366264,32.2826958,-14.5223551,30.4776459
8154,16.307963,-11.7300272,-35.6446762,-12.4584846,32.2389832,-14.5560341,30.4439659
8155,16.310039,-11.7665062,-35.6260681,-12.5021973,32.1734123,-14.5897284,30.4102726
8156,16.311960,-11.8024817,-35.6076126,-12.5240555,32.1296997,-14.6234369,30.3765621
8157,16.313962,-11.8380289,-35.5889854,-12.5459099,32.0859871,-14.6573753,30.3426247
8158,16.315962,-11.8741846,-35.5701294,-12.5896225,32.0641327,-14.6911144,30.3088856
8159,16.317961,-11.9102564,-35.5517578,-12.6333389,32.0641327,-14.7250834,30.2749176
8160,16.320003,-11.9459372,-35.5330544,-12.6770515,32.0422745,-14.758852,30.241148
8161,16.321958,-11.9817877,-35.5138359,-12.6989059,32.0204163,-14.792635,30.207365
8162,16.323962,-12.0171404,-35.4943199,-12.6989059,31.9767056,-14.8264322,30.1735668
8163,16.325962,-12.0531435,-35.4738617,-12.6989059,31.9329929,-14.8604603,30.1395397
8164,16.327963,-12.09025,-35.452404,-12.7207642,31.8892803,-14.8942871,30.1057129
8165,16.329961,-12.1277657,-35.4310913,-12.7207642,31.8455677,-14.9281292,30.0718708
8166,16.331976,-12.1643963,-35.4112282,-12.7644768,31.8237095,-14.9622011,30.0377998
8167,16.333965,-12.2003355,-35.3913231,-12.8081894,31.8018551,-14.9960709,30.0039291
8168,16.335964,-12.2368975,-35.3703499,-12.851902,31.8018551,-15.0301714,29.9698277
8169,16.337963,-12.2740307,-35.3488998,-12.9174728,31.7581387,-15.0640707,29.9359283
8170,16.339964,-12.3106861,-35.3279724,-12.9393311,31.714426,-15.0979843,29.9020157
8171,16.341976,-12.3467894,-35.3072739,-12.9611855,31.6707134,-15.1321287,29.8678722
8172,16.343964,-12.3827181,-35.2866898,-13.0267563,31.6270008,-15.16607,29.8339291
8173,16.345963,-12.4181118,-35.2642593,-13.0704689,31.6051426,-15.2000265,29.7999744
8174,16.347963,-12.4536514,-35.2412453,-13.1360397,31.5832882,-15.2339964,29.7660027
8175,16.349964,-12.4900045,-35.2194633,-13.1578941,31.56143,-15.2681971,29.731802
8176,16.351976,-12.5263395,-35.2004051,-13.1797523,31.5395756,-15.3021955,29.6978054
8177,16.353978,-12.5619688,-35.1835365,-13.2016106,31.5177174,-15.3364239,29.6635761
8178,16.355964,-12.5983992,-35.1672325,-13.2453232,31.4740047,-15.37045,29.629549
8179,16.357961,-12.6362553,-35.1498566,-13.2671776,31.4084339,-15.404707,29.595293
8180,16.359962,-12.6752148,-35.130085,-13.3327484,31.3647213,-15.4387608,29.5612392
8181,16.362003,-12.7127609,-35.1102753,-13.3546066,31.3428631,-15.4730453,29.5269547
8182,16.363964,-12.7491989,-35.0911026,-13.3983192,31.3210087,-15.5071259,29.4928741
8183,16.365964,-12.7854328,-35.0714607,-13.3983192,31.2991505,-15.5412207,29.4587784
8184,16.367964,-12.8212509,-35.0523415,-13.4201736,31.2554379,-15.5755463,29.4244537
8185,16.369965,-12.856391,-35.0342484,-13.4201736,31.2117252,-15.6096687,29.3903313
8186,16.371960,-12.8911057,-35.0168114,-13.4420319,31.1680126,-15.6438036,29.3561954
8187,16.373979,-12.9261122,-35.0009308,-13.4638901,31.1243,-15.6779528,29.3220463
8188,16.375959,-12.9615221,-34.9848862,-13.5294571,31.1024418,-15.7123327,29.2876663
8189,16.377962,-12.996604,-34.9667473,-13.5731697,31.0805836,-15.7465086,29.2534924
8190,16.379959,-13.0314178,-34.9479294,-13.6168861,31.0587292,-15.7809153,29.2190857
8191,16.381958,-13.0651274,-34.9285698,-13.6605988,31.0150166,-15.8151178,29.1848831
8192,16.383978,-13.0994406,-34.9094734,-13.6824532,30.9494457,-15.8493328,29.1506672
8193,16.385964,-13.133769,-34.8908043,-13.7261696,30.9275875,-15.8835611,29.1164379
8194,16.387964,-13.1674032,-34.8718872,-13.7917366,30.8838749,-15.9180212,29.0819798
8195,16.389964,-13.2001076,-34.8532333,-13.8354492,30.8620205,-15.9522762,29.0477238
8196,16.391960,-13.2320013,-34.8357468,-13.8791656,30.8401623,-15.9865437,29.0134563
8197,16.393978,-13.2637281,-34.8211021,-13.9010201,30.8183079,-16.0210419,28.9789581
8198,16.395964,-13.2958145,-34.8085937,-13.9228783,30.7745914,-16.055336,28.944664
8199,16.397964,-13.3282423,-34.7966118,-13.9447327,30.7308788,-16.0898609,28.9101391
8200,16.399961,-13.3609514,-34.7836266,-14.0103035,30.6653118,-16.1241798,28.8758202
8201,16.401958,-13.393734,-34.7701645,-14.0540161,30.6434536,-16.1585121,28.8414879
8202,16.403963,-13.4251842,-34.7578583,-14.0977287,30.6215954,-16.1930771,28.8069229
8203,16.405974,-13.4565172,-34.7450676,-14.1195869,30.5778828,-16.2276535,28.7723465
8204,16.407976,-13.4872522,-34.7308617,-14.1195869,30.5341702,-16.262022,28.737978
8205,16.409963,-13.517046,-34.7171783,-14.1414452,30.4904575,-16.2964058,28.7035942
8206,16.411960,-13.546752,-34.7046471,-14.1632996,30.4248867,-16.330801,28.669199
8207,16.413961,-13.577179,-34.6930237,-14.2070122,30.4030323,-16.3652077,28.6347923
