Index,Time,(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[0],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[1],(((exo_controller).xzy_shoulder).dm_motor[0]).angle_in_degree,(((exo_controller).xzy_shoulder).dm_motor[1]).angle_in_degree,TargetAngle1,TargetAngle2
29,0.057986,-9.6745863,-2.15770745,-8.72095108,8.50238419,-6.64290285,6.64290285
30,0.059984,-9.6746664,-2.15328121,-8.72095108,8.50238419,-6.63239908,6.63239908
31,0.061999,-9.67435074,-2.14616799,-8.72095108,8.50238419,-6.62190866,6.62190866
32,0.063988,-9.67568779,-2.13698006,-8.72095108,8.50238419,-6.61143208,6.61143208
33,0.065984,-9.67783642,-2.12913036,-8.69909286,8.50238419,-6.60096836,6.60096836
34,0.067986,-9.6788559,-2.12322688,-8.69909286,8.50238419,-6.590518,6.590518
35,0.069991,-9.6789856,-2.11781049,-8.69909286,8.50238419,-6.58008146,6.58008146
36,0.072004,-9.67969036,-2.11239505,-8.69909286,8.50238419,-6.56965828,6.56965828
37,0.073987,-9.68207169,-2.10746789,-8.67723846,8.48052788,-6.55924797,6.55924797
38,0.075984,-9.68366623,-2.10290337,-8.67723846,8.48052788,-6.54885149,6.54885149
39,0.07799,-9.68410397,-2.0988245,-8.67723846,8.48052788,-6.53846836,6.53846836
40,0.079991,-9.68624592,-2.09414339,-8.65538025,8.48052788,-6.52809906,6.52809906
41,0.082027,-9.68921566,-2.08982801,-8.63352585,8.45866966,-6.51774263,6.51774263
42,0.083989,-9.6911869,-2.086725,-8.58980942,8.43681335,-6.50740004,6.50740004
43,0.085983,-9.69287872,-2.08325815,-8.5460968,8.43681335,-6.49707079,6.49707079
44,0.087991,-9.69452858,-2.07991409,-8.50238419,8.41495705,-6.48675489,6.48675489
45,0.089991,-9.6961813,-2.07754207,-8.50238419,8.37124443,-6.47645283,6.47645283
46,0.091991,-9.69770908,-2.07541323,-8.48052597,8.34938812,-6.46616411,6.46616411
47,0.094003,-9.69814682,-2.07243347,-8.48052597,8.32752991,-6.45588875,6.45588875
48,0.095991,-9.69921398,-2.06922007,-8.45867157,8.28381729,-6.44562721,6.44562721
49,0.097988,-9.70097637,-2.06540942,-8.48052597,8.28381729,-6.43537903,6.43537903
50,0.099984,-9.70265961,-2.06124258,-8.48052597,8.26196098,-6.4251442,6.4251442
51,0.101983,-9.70401859,-2.05720162,-8.48052597,8.26196098,-6.41492319,6.41492319
52,0.103991,-9.70560837,-2.05084419,-8.48052597,8.26196098,-6.40471601,6.40471601
53,0.106001,-9.70737648,-2.03948236,-8.45867157,8.26196098,-6.39452219,6.39452219
54,0.107991,-9.70875263,-2.02506328,-8.45867157,8.26196098,-6.38434172,6.38434172
55,0.109988,-9.70922852,-2.01294732,-8.45867157,8.28381729,-6.37417507,6.37417507
56,0.111984,-9.70978355,-2.0025363,-8.45867157,8.26196098,-6.36402178,6.36402178
57,0.113988,-9.71032429,-1.99213374,-8.45867157,8.26196098,-6.35388231,6.35388231
58,0.115998,-9.71084309,-1.98586404,-8.43681335,8.26196098,-6.34375668,6.34375668
59,0.117991,-9.71242332,-1.97947228,-8.43681335,8.26196098,-6.33364439,6.33364439
60,0.119991,-9.71414757,-1.97332168,-8.41495895,8.24010468,-6.32354593,6.32354593
61,0.121984,-9.71558189,-1.96766031,-8.39310074,8.24010468,-6.31346083,6.31346083
62,0.123985,-9.7175436,-1.96334112,-8.37124634,8.24010468,-6.30339003,6.30339003
63,0.126,-9.72022533,-1.95865643,-8.32752991,8.24010468,-6.2933321,6.2933321
64,0.127984,-9.72221851,-1.9545784,-8.30567551,8.21824837,-6.28328848,6.28328848
65,0.129986,-9.72324181,-1.95135069,-8.26196289,8.21824837,-6.27325821,6.27325821
66,0.13202,-9.72391224,-1.94848657,-8.26196289,8.19639015,-6.26324177,6.26324177
67,0.134004,-9.72438622,-1.94683897,-8.24010468,8.17453384,-6.25323915,6.25323915
68,0.135999,-9.72516727,-1.94470894,-8.24010468,8.15267754,-6.24325037,6.24325037
69,0.137984,-9.7262125,-1.94307232,-8.26196289,8.13082123,-6.23327494,6.23327494
70,0.139985,-9.72665405,-1.94192505,-8.26196289,8.08710861,-6.22331333,6.22331333
71,0.141984,-9.72682667,-1.94029224,-8.26196289,8.0652523,-6.21336603,6.21336603
72,0.143988,-9.72620392,-1.93890572,-8.26196289,8.04339409,-6.20343208,6.20343208
73,0.146029,-9.72575092,-1.93520844,-8.24010468,8.04339409,-6.19351196,6.19351196
74,0.147985,-9.72525215,-1.92858481,-8.24010468,8.02153778,-6.18360519,6.18360519
75,0.149986,-9.72462082,-1.91915572,-8.24010468,8.04339409,-6.17371273,6.17371273
76,0.151989,-9.72483349,-1.90984666,-8.24010468,8.04339409,-6.1638341,6.1638341
77,0.153987,-9.72502136,-1.90223801,-8.24010468,8.04339409,-6.15396929,6.15396929
78,0.155991,-9.72432804,-1.89377606,-8.24010468,8.02153778,-6.14411783,6.14411783
79,0.158003,-9.7246151,-1.88567591,-8.24010468,8.04339409,-6.13428068,6.13428068
80,0.159991,-9.72572231,-1.87939918,-8.24010468,8.02153778,-6.12445736,6.12445736
81,0.161988,-9.72714138,-1.87470341,-8.24010468,8.02153778,-6.11464787,6.11464787
82,0.163988,-9.72797108,-1.87049508,-8.21825027,8.02153778,-6.1048522,6.1048522
83,0.165984,-9.72866344,-1.86799097,-8.21825027,8.02153778,-6.09507036,6.09507036
84,0.167989,-9.72930622,-1.86609674,-8.21825027,8.02153778,-6.08530235,6.08530235
85,0.169999,-9.73061752,-1.86408687,-8.21825027,7.99968195,-6.07554817,6.07554817
86,0.171984,-9.73236752,-1.86208189,-8.21825027,7.99968195,-6.0658083,6.0658083
87,0.173985,-9.73474503,-1.86080694,-8.21825027,7.99968195,-6.05608225,6.05608225
88,0.175985,-9.73641014,-1.85977232,-8.19639206,7.97782469,-6.04637003,6.04637003
89,0.177989,-9.73771954,-1.8578819,-8.17453384,7.95596838,-6.03667164,6.03667164
90,0.180005,-9.73842144,-1.8559885,-8.17453384,7.93411207,-6.02698708,6.02698708
91,0.181983,-9.73920822,-1.85409796,-8.15267944,7.91225481,-6.01731682,6.01731682
92,0.183989,-9.74102688,-1.852332,-8.10896683,7.86854219,-6.00766039,6.00766039
93,0.186003,-9.74262142,-1.85032046,-8.0652504,7.82482862,-5.99801779,5.99801779
94,0.187985,-9.74356365,-1.84843004,-8.043396,7.80297232,-5.98838949,5.98838949
95,0.190002,-9.74477863,-1.84618711,-8.02153778,7.78111601,-5.97877502,5.97877502
96,0.191985,-9.74583149,-1.843346,-7.99968338,7.78111601,-5.96917439,5.96917439
97,0.193989,-9.74642658,-1.84050333,-7.99968338,7.78111601,-5.95958805,5.95958805
98,0.195985,-9.74700069,-1.83632457,-7.99968338,7.78111601,-5.95001554,5.95001554
99,0.197984,-9.74777985,-1.83165574,-7.99968338,7.78111601,-5.94045687,5.94045687
100,0.2,-9.7501545,-1.82601607,-7.99968338,7.78111601,-5.93091249,5.93091249
101,0.201984,-9.75265884,-1.81964755,-7.99968338,7.78111601,-5.92138243,5.92138243
102,0.203988,-9.75462151,-1.81424105,-7.99968338,7.78111601,-5.91186619,5.91186619
103,0.205985,-9.7559166,-1.80748451,-7.99968338,7.78111601,-5.90236378,5.90236378
104,0.207984,-9.75728893,-1.79792202,-7.99968338,7.75925875,-5.89287567,5.89287567
105,0.209985,-9.75859737,-1.78811347,-7.99968338,7.75925875,-5.88340187,5.88340187
106,0.212,-9.75948429,-1.78134859,-7.97782516,7.73740244,-5.8739419,5.8739419
107,0.213988,-9.76025963,-1.77458715,-7.97782516,7.73740244,-5.86449623,5.86449623
108,0.215991,-9.76163578,-1.77074671,-7.97782516,7.71554613,-5.85506439,5.85506439
109,0.217984,-9.7618351,-1.7667855,-7.97782516,7.69368887,-5.84564686,5.84564686
110,0.219984,-9.76238346,-1.76246023,-7.97782516,7.67183256,-5.83624363,5.83624363
111,0.222001,-9.76426125,-1.75838304,-7.97782516,7.64997625,-5.82685423,5.82685423
112,0.223988,-9.76620007,-1.75430846,-7.95597076,7.60626268,-5.81747913,5.81747913
113,0.225983,-9.76746655,-1.75036013,-7.95597076,7.58440638,-5.80811834,5.80811834
114,0.227991,-9.76791286,-1.74787605,-7.95597076,7.56254911,-5.79877138,5.79877138
115,0.229991,-9.7672224,-1.74587953,-7.93411255,7.56254911,-5.7894392,5.7894392
116,0.232,-9.7664032,-1.74339938,-7.91225433,7.56254911,-5.78012085,5.78012085
117,0.233986,-9.76576138,-1.74043012,-7.91225433,7.56254911,-5.77081633,5.77081633
118,0.23599,-9.76622391,-1.73599732,-7.86854172,7.56254911,-5.76152658,5.76152658
119,0.237984,-9.76753807,-1.72949219,-7.84668732,7.56254911,-5.75225067,5.75225067
120,0.240001,-9.76935387,-1.72152221,-7.8029747,7.58440638,-5.74298954,5.74298954
121,0.241992,-9.77183819,-1.71318567,-7.8029747,7.56254911,-5.73374224,5.73374224
122,0.244049,-9.77451515,-1.70642936,-7.78106308,7.56254911,-5.72450924,5.72450924
123,0.246136,-9.77700424,-1.70016205,-7.78106308,7.56254911,-5.71529055,5.71529055
124,0.248201,-9.77996445,-1.69462919,-7.78106308,7.56254911,-5.70608568,5.70608568
125,0.250003,-9.78173351,-1.69019103,-7.78106308,7.54069281,-5.6968956,5.6968956
126,0.252003,-9.78325844,-1.68563485,-7.8029747,7.54069281,-5.68771982,5.68771982
127,0.254012,-9.78611755,-1.6813283,-7.78106308,7.54069281,-5.67855835,5.67855835
128,0.256128,-9.78857899,-1.67762816,-7.78106308,7.54069281,-5.66941071,5.66941071
129,0.258052,-9.79059696,-1.67355728,-7.78106308,7.54069281,-5.66027784,5.66027784
130,0.259999,-9.79155254,-1.66801739,-7.78106308,7.54069281,-5.65115929,5.65115929
131,0.261991,-9.79286766,-1.66088748,-7.78106308,7.54069281,-5.64205503,5.64205503
132,0.263987,-9.79473877,-1.65448177,-7.78106308,7.54069281,-5.63296461,5.63296461
133,0.265984,-9.79534817,-1.64868391,-7.78106308,7.5188365,-5.62388897,5.62388897
134,0.267986,-9.79596329,-1.64507914,-7.78106308,7.5188365,-5.61482811,5.61482811
135,0.269984,-9.7970047,-1.64220858,-7.78106308,7.5188365,-5.60578108,5.60578108
136,0.271998,-9.79908085,-1.63812602,-7.75920486,7.5188365,-5.59674835,5.59674835
137,0.273987,-9.80089474,-1.6345309,-7.75920486,7.49697924,-5.58773041,5.58773041
138,0.275991,-9.80267715,-1.63093734,-7.75920486,7.49697924,-5.57872677,5.57872677
139,0.277983,-9.80608749,-1.62771308,-7.75920486,7.47512293,-5.56973743,5.56973743
140,0.279991,-9.80883884,-1.62521577,-7.75920486,7.45321226,-5.56076241,5.56076241
141,0.282,-9.80995178,-1.62344027,-7.75920486,7.40949869,-5.55180168,5.55180168
142,0.283988,-9.81126976,-1.62190962,-7.75920486,7.38764238,-5.54285574,5.54285574
143,0.285985,-9.81267262,-1.61989892,-7.75920486,7.34392881,-5.5339241,5.5339241
144,0.287983,-9.81421566,-1.61862588,-7.75920486,7.32207251,-5.52500677,5.52500677
145,0.289988,-9.81625175,-1.61712122,-7.75920486,7.32207251,-5.51610422,5.51610422
146,0.291984,-9.81729412,-1.61513376,-7.75920486,7.30021524,-5.50721598,5.50721598
147,0.294003,-9.81708717,-1.61180437,-7.73735046,7.30021524,-5.49834204,5.49834204
148,0.29599,-9.81842041,-1.60652018,-7.73735046,7.30021524,-5.48948288,5.48948288
149,0.297983,-9.82112694,-1.59915936,-7.73735046,7.30021524,-5.48063803,5.48063803
150,0.300001,-9.8238306,-1.59118485,-7.73735046,7.30021524,-5.47180796,5.47180796
151,0.301985,-9.82615662,-1.58369339,-7.71549225,7.30021524,-5.46299219,5.46299219
152,0.304002,-9.82904625,-1.57790303,-7.71549225,7.30021524,-5.45419073,5.45419073
153,0.305984,-9.83164692,-1.57345355,-7.69363403,7.30021524,-5.44540405,5.44540405
154,0.307987,-9.83347034,-1.56937182,-7.67177963,7.30021524,-5.43663168,5.43663168
155,0.309984,-9.83407497,-1.56614172,-7.62806702,7.27835894,-5.42787409,5.42787409
156,0.311985,-9.8350153,-1.56388736,-7.58435059,7.27835894,-5.41913128,5.41913128
157,0.314003,-9.83587933,-1.56163454,-7.56249619,7.25650263,-5.4104023,5.4104023
158,0.315985,-9.83769989,-1.56011438,-7.54063797,7.23464537,-5.40168858,5.40168858
159,0.317984,-9.83995914,-1.55871606,-7.51878357,7.21278906,-5.39298916,5.39298916
160,0.319985,-9.84180641,-1.55768335,-7.51878357,7.19093275,-5.38430452,5.38430452
161,0.321984,-9.84250641,-1.55677927,-7.51878357,7.16907549,-5.37563419,5.37563419
162,0.323991,-9.84229088,-1.55563104,-7.51878357,7.14721918,-5.36697865,5.36697865
163,0.326,-9.84240341,-1.55435729,-7.51878357,7.12536287,-5.35833788,5.35833788
164,0.327984,-9.84238243,-1.55418658,-7.51878357,7.10350657,-5.34971142,5.34971142
165,0.329985,-9.84205246,-1.55365992,-7.51878357,7.10350657,-5.34109974,5.34109974
166,0.331984,-9.84128857,-1.55008364,-7.51878357,7.0816493,-5.33250284,5.33250284
167,0.333989,-9.83991528,-1.54126024,-7.51878357,7.10350657,-5.32392025,5.32392025
168,0.336041,-9.83927631,-1.53121185,-7.51878357,7.10350657,-5.31535244,5.31535244
169,0.337984,-9.83994579,-1.52250457,-7.51878357,7.10350657,-5.30679941,5.30679941
170,0.339991,-9.84052944,-1.51623249,-7.49692535,7.10350657,-5.29826117,5.29826117
171,0.341991,-9.84076309,-1.51068914,-7.49692535,7.10350657,-5.28973722,5.28973722
172,0.343987,-9.8414011,-1.50502264,-7.49692535,7.10350657,-5.28122854,5.28122854
173,0.34599,-9.8435936,-1.49923265,-7.49692535,7.0816493,-5.27273417,5.27273417
174,0.347999,-9.84586811,-1.49466503,-7.47507095,7.0816493,-5.26425457,5.26425457
175,0.350013,-9.84849644,-1.49180567,-7.47507095,7.0816493,-5.25578976,5.25578976
176,0.351998,-9.85108089,-1.48955238,-7.45321274,7.0816493,-5.24733925,5.24733925
177,0.353987,-9.85312557,-1.48790395,-7.45321274,7.0816493,-5.238904,5.238904
178,0.355991,-9.85513401,-1.48723006,-7.40950012,7.059793,-5.23048353,5.23048353
179,0.357984,-9.85785961,-1.48655927,-7.38764191,7.059793,-5.22207737,5.22207737
180,0.360006,-9.85962772,-1.48540223,-7.36578751,7.059793,-5.21368647,5.21368647
181,0.361983,-9.85980701,-1.4843657,-7.32207489,7.059793,-5.20530987,5.20530987
182,0.363987,-9.86021614,-1.48393559,-7.32207489,7.0816493,-5.19694805,5.19694805
183,0.365991,-9.86158943,-1.48386991,-7.30021667,7.059793,-5.18860149,5.18860149
184,0.367991,-9.86279774,-1.48331702,-7.30021667,7.059793,-5.18026924,5.18026924
185,0.370001,-9.86361504,-1.48167002,-7.32207489,7.059793,-5.17195225,5.17195225
186,0.371987,-9.86517334,-1.47966325,-7.32207489,7.03793669,-5.16364956,5.16364956
187,0.373987,-9.86692619,-1.47778201,-7.32207489,7.03793669,-5.15536213,5.15536213
188,0.375984,-9.86744118,-1.47614205,-7.32207489,7.01607943,-5.14708948,5.14708948
189,0.377985,-9.8669548,-1.47412896,-7.30021667,6.99422312,-5.13883162,5.13883162
190,0.380002,-9.86637592,-1.47077036,-7.30021667,6.97236681,-5.13058853,5.13058853
191,0.381985,-9.86638069,-1.4666785,-7.30021667,6.95050955,-5.12236023,5.12236023
192,0.383988,-9.86679363,-1.46258795,-7.30021667,6.92865324,-5.11414671,5.11414671
193,0.385984,-9.86690235,-1.45947146,-7.30021667,6.88493967,-5.10594845,5.10594845
194,0.387985,-9.86685753,-1.45806348,-7.30021667,6.86308336,-5.09776449,5.09776449
195,0.389984,-9.86643791,-1.45739889,-7.30021667,6.84122705,-5.08959579,5.08959579
196,0.392006,-9.8657093,-1.45674443,-7.30021667,6.81936979,-5.08144236,5.08144236
197,0.393988,-9.86519051,-1.45645368,-7.30021667,6.81936979,-5.07330322,5.07330322
198,0.395984,-9.86517715,-1.45518577,-7.30021667,6.81936979,-5.06517935,5.06517935
199,0.397985,-9.86729908,-1.45172322,-7.30021667,6.84122705,-5.05707026,5.05707026
200,0.399991,-9.86967468,-1.44606435,-7.30021667,6.84122705,-5.04897594,5.04897594
201,0.402,-9.87118435,-1.4404,-7.30021667,6.84122705,-5.04089642,5.04089642
202,0.404005,-9.87335014,-1.43655825,-7.27835846,6.84122705,-5.03283215,5.03283215
203,0.405983,-9.87607098,-1.43393254,-7.27835846,6.84122705,-5.02478313,5.02478313
204,0.407988,-9.87814999,-1.43215954,-7.30021667,6.81936979,-5.01674843,5.01674843
205,0.409984,-9.87915802,-1.43124199,-7.27835846,6.79751348,-5.00872898,5.00872898
206,0.412001,-9.88019276,-1.43020689,-7.27835846,6.79751348,-5.00072479,5.00072479
207,0.413991,-9.88111782,-1.42917275,-7.27835846,6.79751348,-4.99273539,4.99273539
208,0.415984,-9.88281536,-1.42740977,-7.27835846,6.79751348,-4.98476076,4.98476076
209,0.417991,-9.8843298,-1.42528057,-7.27835846,6.77565718,-4.9768014,4.9768014
210,0.419988,-9.88554382,-1.42278576,-7.27835846,6.77565718,-4.96885681,4.96885681
211,0.421985,-9.88718891,-1.42016697,-7.27835846,6.77565718,-4.96092749,4.96092749
212,0.424001,-9.88871193,-1.41766644,-7.27835846,6.75380087,-4.95301294,4.95301294
213,0.425985,-9.89019871,-1.41528571,-7.27835846,6.73194361,-4.94511366,4.94511366
214,0.427985,-9.89154816,-1.4132688,-7.27835846,6.7100873,-4.93722916,4.93722916
215,0.429985,-9.89256859,-1.41344249,-7.25650406,6.66637373,-4.92935991,4.92935991
216,0.431985,-9.89472961,-1.41410756,-7.25650406,6.64451742,-4.92150545,4.92150545
217,0.434006,-9.89619637,-1.41489863,-7.23464584,6.62266111,-4.91366625,4.91366625
218,0.435984,-9.89631271,-1.41448212,-7.23464584,6.62266111,-4.9058423,4.9058423
219,0.437984,-9.89709282,-1.41261089,-7.23464584,6.62266111,-4.89803314,4.89803314
220,0.439987,-9.89831829,-1.41037059,-7.19093323,6.62266111,-4.89023924,4.89023924
221,0.441985,-9.90006638,-1.40727067,-7.16907501,6.62266111,-4.88246012,4.88246012
222,0.443988,-9.9017458,-1.4023391,-7.1253624,6.64451742,-4.87469625,4.87469625
223,0.445999,-9.90391064,-1.39655232,-7.103508,6.64451742,-4.86694765,4.86694765
224,0.447986,-9.90554428,-1.39112818,-7.08164978,6.62266111,-4.85921431,4.85921431
225,0.450015,-9.90852261,-1.38801491,-7.05979538,6.62266111,-4.85149574,4.85149574
226,0.452144,-9.91182423,-1.38575912,-7.05979538,6.62266111,-4.84379244,4.84379244
227,0.454068,-9.91373253,-1.383389,-7.05979538,6.62266111,-4.83610439,4.83610439
228,0.45602,-9.91522789,-1.38102472,-7.05979538,6.62266111,-4.82843113,4.82843113
229,0.458025,-9.91779423,-1.3801223,-7.05979538,6.62266111,-4.8207736,4.8207736
230,0.460067,-9.92198753,-1.37910533,-7.03793716,6.62266111,-4.81313086,4.81313086
231,0.462042,-9.92572784,-1.37809193,-7.03793716,6.62266111,-4.80550337,4.80550337
232,0.464158,-9.92802238,-1.37560463,-7.03793716,6.62266111,-4.79789114,4.79789114
233,0.46611,-9.92930126,-1.36871576,-7.05979538,6.62266111,-4.79029369,4.79029369
234,0.46799,-9.93012905,-1.35938144,-7.03793716,6.62266111,-4.78271198,4.78271198
235,0.469988,-9.93092537,-1.35174918,-7.03793716,6.62266111,-4.77514505,4.77514505
236,0.471989,-9.93065166,-1.34764862,-7.03793716,6.62266111,-4.76759338,4.76759338
237,0.473988,-9.93055344,-1.34623289,-7.01607895,6.62266111,-4.76005697,4.76005697
238,0.475991,-9.93006039,-1.34579468,-7.01607895,6.62266111,-4.75253582,4.75253582
239,0.478,-9.93078041,-1.34572232,-7.01607895,6.62266111,-4.74502993,4.74502993
240,0.479988,-9.93234825,-1.34541333,-6.99422455,6.62266111,-4.73753929,4.73753929
241,0.481984,-9.93332767,-1.3447417,-6.97236633,6.60080385,-4.73006392,4.73006392
242,0.48399,-9.93388462,-1.34346175,-6.92865372,6.62266111,-4.7226038,4.7226038
243,0.485984,-9.93443966,-1.34266436,-6.90679932,6.60080385,-4.71515894,4.71515894
244,0.488012,-9.9352026,-1.34186327,-6.86308289,6.60080385,-4.70772934,4.70772934
245,0.490006,-9.93555546,-1.341061,-6.84122849,6.60080385,-4.700315,4.700315
246,0.49199,-9.93492222,-1.34171557,-6.84122849,6.60080385,-4.69291592,4.69291592
247,0.493987,-9.93513012,-1.34346759,-6.81937027,6.60080385,-4.68553209,4.68553209
248,0.49599,-9.93490505,-1.34534788,-6.81937027,6.60080385,-4.67816353,4.67816353
249,0.49799,-9.93365288,-1.34577453,-6.81937027,6.60080385,-4.6708107,4.6708107
250,0.500006,-9.93307781,-1.34620476,-6.81937027,6.60080385,-4.66347265,4.66347265
251,0.501984,-9.93337536,-1.34676027,-6.81937027,6.60080385,-4.65615034,4.65615034
252,0.503987,-9.93389416,-1.34755921,-6.81937027,6.57894754,-4.64884281,4.64884281
253,0.505984,-9.93402863,-1.34701252,-6.81937027,6.57894754,-4.64155102,4.64155102
254,0.507986,-9.93327045,-1.34463346,-6.81937027,6.57894754,-4.63427448,4.63427448
255,0.510006,-9.93230915,-1.34042263,-6.81937027,6.57894754,-4.62701321,4.62701321
256,0.511991,-9.93181705,-1.33669364,-6.81937027,6.57894754,-4.61976767,4.61976767
257,0.513989,-9.93130589,-1.33296752,-6.81937027,6.55709124,-4.61253691,4.61253691
258,0.515991,-9.9307909,-1.33264995,-6.81937027,6.55709124,-4.60532188,4.60532188
259,0.517991,-9.93042946,-1.33245945,-6.79751587,6.53523397,-4.59812212,4.59812212
260,0.520002,-9.93019676,-1.33251536,-6.79751587,6.53523397,-4.59093809,4.59093809
261,0.521985,-9.93143272,-1.33293891,-6.79751587,6.51337767,-4.58376884,4.58376884
262,0.523989,-9.93221283,-1.33299863,-6.79751587,6.49152136,-4.57661533,4.57661533
263,0.525985,-9.93232822,-1.33317995,-6.79751587,6.46966505,-4.56947708,4.56947708
264,0.527984,-9.93234158,-1.33396995,-6.79751587,6.42595148,-4.56235456,4.56235456
265,0.529985,-9.93210316,-1.33451676,-6.77565765,6.40409517,-4.55524731,4.55524731
266,0.532,-9.93153477,-1.33469987,-6.77565765,6.38223791,-4.54815531,4.54815531
267,0.533988,-9.93175507,-1.33391929,-6.77565765,6.3603816,-4.54107904,4.54107904
268,0.53599,-9.93272305,-1.33338833,-6.75379944,6.3603816,-4.53401804,4.53401804
269,0.53799,-9.9324894,-1.33322215,-6.73194504,6.3385253,-4.52697229,4.52697229
270,0.539983,-9.9314909,-1.33244467,-6.68823242,6.3603816,-4.51994228,4.51994228
271,0.542005,-9.93222332,-1.32934892,-6.66637421,6.3603816,-4.51292753,4.51292753
272,0.543987,-9.93316555,-1.32418227,-6.62266159,6.3603816,-4.50592852,4.50592852
273,0.545991,-9.93336582,-1.31913245,-6.60080338,6.3603816,-4.49894476,4.49894476
274,0.547983,-9.93410873,-1.31492984,-6.57894897,6.3385253,-4.49197674,4.49197674
275,0.549991,-9.93524075,-1.31206584,-6.57894897,6.3603816,-4.48502398,4.48502398
276,0.552004,-9.93531036,-1.30945134,-6.57894897,6.3385253,-4.47808647,4.47808647
277,0.553988,-9.93528652,-1.30745173,-6.57894897,6.3385253,-4.47116518,4.47116518
278,0.555984,-9.93546581,-1.306306,-6.57894897,6.3385253,-4.46425867,4.46425867
279,0.557983,-9.93591499,-1.30577052,-6.57894897,6.3385253,-4.4573679,4.4573679
280,0.559989,-9.93629646,-1.30633104,-6.57894897,6.31666803,-4.45049286,4.45049286
281,0.562,-9.93583012,-1.3051821,-6.57894897,6.31666803,-4.44363356,4.44363356
282,0.56402,-9.93423748,-1.30171239,-6.57894897,6.29481173,-4.43678904,4.43678904
283,0.565999,-9.93206406,-1.29640818,-6.57894897,6.29481173,-4.42996073,4.42996073
284,0.567983,-9.93071365,-1.29085445,-6.55709076,6.27295542,-4.42314768,4.42314768
285,0.56999,-9.9302845,-1.28700888,-6.55709076,6.27295542,-4.41635036,4.41635036
286,0.572003,-9.92876911,-1.28584647,-6.55709076,6.25109816,-4.40956831,4.40956831
287,0.573989,-9.92703342,-1.28639019,-6.55709076,6.22924185,-4.40280199,4.40280199
288,0.575985,-9.92624283,-1.28644681,-6.55709076,6.18552828,-4.39605141,4.39605141
289,0.577984,-9.92565441,-1.28541338,-6.55709076,6.16367197,-4.38931656,4.38931656
290,0.579985,-9.92507553,-1.2846297,-6.53523636,6.14181566,-4.38259697,4.38259697
