Index,Time,(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[0],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[1],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[2],TargetAngle3,(((exo_controller).xzy_shoulder).dm_motor[1]).angle_in_degree,(((exo_controller).xzy_shoulder).dm_motor[0]).angle_in_degree
122,0.243927,-6.47487593,-34.8408623,15.5061378,0,34.4246979,-11.1907463
123,0.245918,-6.45440865,-34.8298073,15.4931288,0,34.4465561,-11.1470337
124,0.247919,-6.43395662,-34.8179092,15.4795656,0,34.4465561,-11.1033211
125,0.249913,-6.41291523,-34.8060379,15.4646502,0,34.4902687,-11.0814629
126,0.251918,-6.39132214,-34.7947807,15.4491673,0,34.5121269,-11.0814629
127,0.25392,-6.36930561,-34.7846146,15.4336462,0,34.5558395,-11.0596085
128,0.255935,-6.34654713,-34.7764282,15.4179707,0,34.6214066,-11.0596085
129,0.257915,-6.32317114,-34.7696533,15.4016809,0,34.6432648,-11.0377502
130,0.259913,-6.30013561,-34.7621918,15.3850679,0,34.665123,-11.0158958
131,0.261917,-6.27766943,-34.7534904,15.3690319,0,34.6869774,-10.9940376
132,0.263913,-6.25528574,-34.7442932,15.353323,0,34.7088356,-10.950325
133,0.265994,-6.23228121,-34.7352943,15.3370752,0,34.73069,-10.8847542
134,0.267928,-6.20903635,-34.72686,15.3207359,0,34.7744064,-10.8410416
135,0.269941,-6.18572617,-34.7191963,15.3045025,0,34.818119,-10.8191833
136,0.272081,-6.16201401,-34.7085037,15.2791252,0,34.8618317,-10.7973289
137,0.273944,-6.1379385,-34.7052841,15.270462,0,34.8836861,-10.7973289
138,0.275971,-6.11403608,-34.6988831,15.2529449,0,34.8836861,-10.7754707
139,0.278009,-6.09027815,-34.6924515,15.2361565,0,34.9055443,-10.7317581
140,0.279965,-6.06684542,-34.6854172,15.2200384,0,34.9055443,-10.6880455
141,0.281944,-6.04363108,-34.6772194,15.2036104,0,34.9274025,-10.6661873
142,0.283915,-6.02014112,-34.6684914,15.1864853,0,34.9274025,-10.6443329
143,0.285919,-5.99535513,-34.6608582,15.1682091,0,34.9492569,-10.6224747
144,0.287918,-5.96994066,-34.6546936,15.1498308,0,34.9929695,-10.6224747
145,0.289913,-5.94447327,-34.6498528,15.1313267,0,35.0366821,-10.6224747
146,0.291934,-5.91951609,-34.6459427,15.1131067,0,35.0803986,-10.6224747
147,0.29392,-5.89503479,-34.6415443,15.0952969,0,35.1241112,-10.6224747
148,0.295917,-5.87029219,-34.6357384,15.077631,0,35.1459656,-10.6224747
149,0.297913,-5.84534502,-34.6302414,15.0599136,0,35.1459656,-10.6224747
150,0.299916,-5.8204813,-34.6258583,15.0423651,0,35.1678238,-10.6006203
151,0.30193,-5.79568958,-34.6218414,15.0243282,0,35.1896782,-10.6006203
152,0.303919,-5.77094364,-34.6188698,15.0063562,0,35.2115364,-10.6006203
153,0.305917,-5.74591875,-34.6175385,14.9885273,0,35.255249,-10.6006203
154,0.307918,-5.72086191,-34.617115,14.970006,0,35.2989616,-10.5787621
155,0.309915,-5.69628763,-34.6171036,14.9509125,0,35.3426781,-10.5569038
156,0.311934,-5.672647,-34.6179733,14.9324112,0,35.3426781,-10.5350494
157,0.313913,-5.65002918,-34.6191063,14.9150896,0,35.3645325,-10.4913368
158,0.315918,-5.6284976,-34.6194725,14.8978615,0,35.3645325,-10.425766
159,0.31792,-5.60762024,-34.6187286,14.8808842,0,35.3645325,-10.3601952
160,0.319913,-5.58705616,-34.617775,14.8650599,0,35.3645325,-10.3383408
161,0.321918,-5.5664525,-34.6174431,14.8490858,0,35.3645325,-10.3164825
162,0.323931,-5.54562235,-34.6169853,14.8324223,0,35.3645325,-10.2946243
163,0.325919,-5.52503061,-34.6155968,14.8163261,0,35.3645325,-10.2509117
164,0.32792,-5.50468731,-34.6128426,14.8002911,0,35.3645325,-10.2071991
165,0.329915,-5.48416662,-34.608963,14.7835131,0,35.3863907,-10.1634865
166,0.331919,-5.46309185,-34.6040878,14.7658482,0,35.4082451,-10.1416283
167,0.333932,-5.44130468,-34.5983925,14.746623,0,35.4301033,-10.1197739
168,0.335919,-5.41870928,-34.5927658,14.7270145,0,35.4738159,-10.1197739
169,0.337932,-5.39611053,-34.5879974,14.7083721,0,35.5393867,-10.0979156
170,0.339914,-5.37419653,-34.584446,14.6902256,0,35.5830994,-10.0760612
171,0.341917,-5.35249376,-34.5817184,14.6717281,0,35.6049538,-10.0760612
172,0.343933,-5.32998943,-34.5793953,14.6519766,0,35.626812,-10.0323486
173,0.345913,-5.30700922,-34.5769501,14.6322498,0,35.6486702,-9.9886322
174,0.347917,-5.28448343,-34.5736923,14.6129971,0,35.6923828,-9.92306519
175,0.349917,-5.26226425,-34.5705032,14.5932865,0,35.7142372,-9.87934875
176,0.351913,-5.24042368,-34.5680618,14.5731668,0,35.779808,-9.85749435
177,0.353935,-5.21909094,-34.566185,14.5533829,0,35.8016663,-9.83563614
178,0.355913,-5.19832659,-34.5649719,14.5343914,0,35.8235207,-9.81378174
179,0.357917,-5.17818975,-34.5636063,14.5158119,0,35.8235207,-9.77006912
180,0.359916,-5.15826941,-34.5609283,14.4972935,0,35.8235207,-9.70449829
181,0.361916,-5.13850784,-34.5566254,14.4789677,0,35.8235207,-9.66078568
182,0.363913,-5.11847401,-34.5516052,14.460433,0,35.8235207,-9.63892746
183,0.365927,-5.09835339,-34.5462685,14.4417334,0,35.8235207,-9.63892746
184,0.367916,-5.07833815,-34.5407295,14.4234648,0,35.8235207,-9.63892746
185,0.369916,-5.05837488,-34.5361977,14.4053183,0,35.8235207,-9.61707306
186,0.371913,-5.03805161,-34.5330391,14.3866529,0,35.8453789,-9.59521484
187,0.373919,-5.01758957,-34.5301514,14.3681402,0,35.8453789,-9.57335663
188,0.375935,-4.99727345,-34.526516,14.3502655,0,35.8453789,-9.55150223
189,0.377915,-4.97653818,-34.5214806,14.3316917,0,35.8890915,-9.50778961
190,0.379917,-4.95561218,-34.5153999,14.3125534,0,35.9109497,-9.44221878
191,0.381913,-4.93509865,-34.5101585,14.2945013,0,35.9546623,-9.42036057
192,0.383919,-4.91496944,-34.5071907,14.277256,0,36.0202293,-9.39850616
193,0.385934,-4.89506674,-34.5054741,14.2599897,0,36.0858002,-9.37664795
194,0.387919,-4.87528467,-34.5039253,14.2424793,0,36.1076584,-9.35479355
195,0.389934,-4.85578156,-34.5012321,14.2257442,0,36.12957,-9.33293533
196,0.391917,-4.83777952,-34.4965401,14.2092571,0,36.1732826,-9.28922272
197,0.393916,-4.82149649,-34.4902802,14.1937294,0,36.2169952,-9.22365189
198,0.395934,-4.8063488,-34.4828873,14.1787024,0,36.2607079,-9.20179749
199,0.397917,-4.79206705,-34.4744225,14.1643238,0,36.2825661,-9.17993927
200,0.399915,-4.77859926,-34.465126,14.150692,0,36.3044205,-9.17993927
201,0.401918,-4.76571226,-34.4557152,14.1377172,0,36.3262787,-9.15808105
202,0.403917,-4.7533617,-34.4473305,14.1255751,0,36.3262787,-9.15808105
203,0.405933,-4.74168587,-34.4403191,14.1134892,0,36.3262787,-9.15808105
204,0.407918,-4.73121643,-34.4328613,14.1012888,0,36.3044205,-9.13622665
205,0.409912,-4.72137308,-34.423687,14.0901737,0,36.3262787,-9.13622665
206,0.411917,-4.7113204,-34.4138031,14.0800943,0,36.3262787,-9.09251404
207,0.413916,-4.70082951,-34.4045982,14.0700178,0,36.3262787,-9.04880142
208,0.415917,-4.68960047,-34.3959465,14.0589514,0,36.3481331,-8.98323059
209,0.417927,-4.67789078,-34.387928,14.0477209,0,36.3699913,-8.96137238
210,0.419918,-4.66684675,-34.380867,14.0378571,0,36.4137039,-8.93951797
211,0.42192,-4.65626669,-34.3732071,14.0285816,0,36.4574165,-8.91765976
212,0.423915,-4.646173,-34.3636742,14.0199556,0,36.5229874,-8.91765976
213,0.425913,-4.63673592,-34.3532677,14.012557,0,36.5667,-8.91765976
214,0.427935,-4.62801886,-34.3429413,14.0056629,0,36.5885582,-8.89580154
215,0.429916,-4.61967087,-34.3323784,13.9988937,0,36.6104126,-8.87394714
216,0.431968,-4.61172009,-34.3197556,13.9926176,0,36.6759834,-8.85208893
217,0.433913,-4.60407162,-34.3048286,13.9862356,0,36.719696,-8.78652191
218,0.435921,-4.59613037,-34.2893639,13.9795609,0,36.7634087,-8.74280548
219,0.437947,-4.58741999,-34.2741432,13.9717693,0,36.7852669,-8.72095108
220,0.439913,-4.57808685,-34.2598801,13.9632072,0,36.8071251,-8.69909286
221,0.442076,-4.56461906,-34.2416496,13.9526024,0,36.8071251,-8.69909286
222,0.443944,-4.56125259,-34.2357178,13.9498024,0,36.8071251,-8.69909286
223,0.446076,-4.55135489,-34.2172279,13.9407806,0,36.8289795,-8.67723846
224,0.447944,-4.54851913,-34.2101555,13.9384422,0,36.8508377,-8.67723846
225,0.449934,-4.54279184,-34.1957245,13.9336395,0,36.8508377,-8.65538025
226,0.451915,-4.53635311,-34.1817017,13.928318,0,36.8945503,-8.61166763
227,0.453919,-4.52891159,-34.1687241,13.9217472,0,36.9382629,-8.56795502
228,0.455916,-4.52127552,-34.1563759,13.9149504,0,36.9819756,-8.5242424
229,0.457918,-4.51385164,-34.1449814,13.908947,0,37.0256882,-8.48052597
230,0.459932,-4.50684166,-34.1344223,13.9038506,0,37.0475464,-8.45867157
231,0.461919,-4.49941254,-34.1243095,13.8989468,0,37.0694046,-8.45867157
232,0.463918,-4.49245787,-34.114296,13.8943472,0,37.1131172,-8.43681335
233,0.465918,-4.48653698,-34.1040802,13.8905163,0,37.1349716,-8.41495895
234,0.467917,-4.48104715,-34.0939331,13.8868418,0,37.1786842,-8.41495895
235,0.469916,-4.4752388,-34.0838737,13.8825092,0,37.2224007,-8.39310074
236,0.471934,-4.46872044,-34.0728188,13.8777876,0,37.2442551,-8.34938812
237,0.473919,-4.46179724,-34.0601006,13.8730726,0,37.2661133,-8.30567551
238,0.475915,-4.45484257,-34.0474777,13.8686047,0,37.2661133,-8.26196289
239,0.477919,-4.44772005,-34.0369949,13.8638773,0,37.2661133,-8.24010468
240,0.479915,-4.44007301,-34.0283928,13.8582993,0,37.2879677,-8.24010468
241,0.48193,-4.43201828,-34.0206223,13.8529491,0,37.2879677,-8.21825027
242,0.483918,-4.42407751,-34.0119438,13.8483276,0,37.2879677,-8.21825027
243,0.485912,-4.41558456,-33.9993439,13.8420925,0,37.3098259,-8.21825027
244,0.487917,-4.4032793,-33.9780807,13.8324366,0,37.3316803,-8.21825027
245,0.489919,-4.38704538,-33.9527397,13.8189507,0,37.3535385,-8.21825027
